pdf,article_id,compound_id,smiles,target_type,target_relation,target_value,target_units,bacteria,page,evidence_id,source_kind,source_text,compound_mention,compound_label_found,extractor,confidence,raw_value,raw_units,normalized_value,normalized_units,duplicate_status,duplicate_count,value_mismatch
RJC.2023.1638382.pdf,RJC.2023.1638382,16,NOT_DETECTED,MIC,=,1.6,µg/mL,S. aureus,4,rule-1,table_like_text,"Vol. 16 | No. 3 |1892-1905| July - September | 2023 O R N N N H N H N R H m-NO 2 8 R = NH 2 9 p-CH 3 o-Cl Crucial for activity Methyl/ethyl acetate 5-/6-Membered heterocyclic rings Aryl or alkyl amidines N Aromatic rings attached with heteroatoms such as N or S N H EWG like NO or Cl 2 5-Membered heterocyclic rings substituted with electron Benzyl ring with an EWG withdrawing groups at 5-position Fig.-5: Antimicrobial Action Requires Structural Constraints Around the Benzimidazole Nucleus p-Chloro phenyl broad spectrum meta and ortho chloro phenyl, antibactrial action have no bactericidal action R R Comp.no O O N Cl O N 10 N 13 F F Br Cl 11 14 Cl 12 Fig.-6: Coumarin–benzimidazole Hybrids Compound 15, which had an oxadiazole nucleus with a p-chlorophenyl group at C3, and a 2-chloro-6- fluorophenyl at C2 of the benzimidazole ring, with MIC (1.6 µg/mL against E. faecalis,3.125 µg/mL against S. aureus, 6.25µg/mL). Compound 16, which had a 3-chloro-2-fluorophenyl instead of the 2- chloro group (compound 15) has gram-positive activity (MIC = 1.6µg/mL).Findings indicate that the superior activity could be recognized due to the existence of halogen atoms; chiefly Fluorine atom could convey...",Compound 16,yes,benzimidazole.rule_extractor,0.75,1.6,µg/mL,1.6,µg/mL,repeated_distinct_evidence,2,no
RJC.2023.1638382.pdf,RJC.2023.1638382,16,NOT_DETECTED,MIC,=,1.95,µg/mL,E. coli,7,rule-12,table_like_text,"Vol. 16 | No. 3 |1892-1905| July - September | 2023 Ar = 4-Chlorophenyl Activity Ar = 4-Bromophenyl Ar = 4-Fluorophenyl Ar H H H N N N H N H H Ar H N H N N N NH 2 H S 24-28 H 29-33 Fig.-10: Hybridization of Pyrazoline with Benzimidazole Novel Benzimidazole- Pyrimidine/Pyrazole/Isoxazole Hybrid Derivatives as Antibacterial Agents 13 novelbenzimidazole hybrid with pyrimidine/pyrazole/isoxazole have been developed (Fig.-11) and their in vitro antibacterial potential was recorded (agar streak dilution method). Amongst all 13 compounds, 34 and 35 were found to be more potent for their antibacterial potential, as shown by their minimum inhibitory concentrations. The MIC values of compounds 34 and 35 were similar to theCiprofloxacin against Staphylococcus epidermidis (MIC: 1.95μg/mL), S. aureus (MIC: 7.81μg/mL), and E. coli (MIC: 7.81μg/mL).58 N N N N H H NH NH N N O O N N N N Compound 35 C o m p o u n d 3 4 Cl Cl Fig.-11: Benzimidazole- Pyrimidine/Pyrazole/Isoxazole Hybrid Derivatives Antibacterial Potential of Novel Pyrazoles and Pyrazolyl Thiazoles Containing Benzimidazole Derivatives 21 Novel hybrid derivatives were designed and synthesized (Fig.-12) and the antibacterial potential of...",not available,no,benzimidazole.rule_extractor,0.75,1.95,µg/mL,1.95,µg/mL,unique,1,no
RJC.2023.1638382.pdf,RJC.2023.1638382,16,NOT_DETECTED,MIC,=,7.81,µg/mL,S. aureus,7,rule-13,table_like_text,"Vol. 16 | No. 3 |1892-1905| July - September | 2023 Ar = 4-Chlorophenyl Activity Ar = 4-Bromophenyl Ar = 4-Fluorophenyl Ar H H H N N N H N H H Ar H N H N N N NH 2 H S 24-28 H 29-33 Fig.-10: Hybridization of Pyrazoline with Benzimidazole Novel Benzimidazole- Pyrimidine/Pyrazole/Isoxazole Hybrid Derivatives as Antibacterial Agents 13 novelbenzimidazole hybrid with pyrimidine/pyrazole/isoxazole have been developed (Fig.-11) and their in vitro antibacterial potential was recorded (agar streak dilution method). Amongst all 13 compounds, 34 and 35 were found to be more potent for their antibacterial potential, as shown by their minimum inhibitory concentrations. The MIC values of compounds 34 and 35 were similar to theCiprofloxacin against Staphylococcus epidermidis (MIC: 1.95μg/mL), S. aureus (MIC: 7.81μg/mL), and E. coli (MIC: 7.81μg/mL).58 N N N N H H NH NH N N O O N N N N Compound 35 C o m p o u n d 3 4 Cl Cl Fig.-11: Benzimidazole- Pyrimidine/Pyrazole/Isoxazole Hybrid Derivatives Antibacterial Potential of Novel Pyrazoles and Pyrazolyl Thiazoles Containing Benzimidazole Derivatives 21 Novel hybrid derivatives were designed and synthesized (Fig.-12) and the antibacterial potential of...",not available,no,benzimidazole.rule_extractor,0.75,7.81,µg/mL,7.81,µg/mL,repeated_distinct_evidence,2,no
RJC.2023.1638382.pdf,RJC.2023.1638382,16,NOT_DETECTED,MIC,=,7.81,µg/mL,E. coli,7,rule-14,table_like_text,"Vol. 16 | No. 3 |1892-1905| July - September | 2023 Ar = 4-Chlorophenyl Activity Ar = 4-Bromophenyl Ar = 4-Fluorophenyl Ar H H H N N N H N H H Ar H N H N N N NH 2 H S 24-28 H 29-33 Fig.-10: Hybridization of Pyrazoline with Benzimidazole Novel Benzimidazole- Pyrimidine/Pyrazole/Isoxazole Hybrid Derivatives as Antibacterial Agents 13 novelbenzimidazole hybrid with pyrimidine/pyrazole/isoxazole have been developed (Fig.-11) and their in vitro antibacterial potential was recorded (agar streak dilution method). Amongst all 13 compounds, 34 and 35 were found to be more potent for their antibacterial potential, as shown by their minimum inhibitory concentrations. The MIC values of compounds 34 and 35 were similar to theCiprofloxacin against Staphylococcus epidermidis (MIC: 1.95μg/mL), S. aureus (MIC: 7.81μg/mL), and E. coli (MIC: 7.81μg/mL).58 N N N N H H NH NH N N O O N N N N Compound 35 C o m p o u n d 3 4 Cl Cl Fig.-11: Benzimidazole- Pyrimidine/Pyrazole/Isoxazole Hybrid Derivatives Antibacterial Potential of Novel Pyrazoles and Pyrazolyl Thiazoles Containing Benzimidazole Derivatives 21 Novel hybrid derivatives were designed and synthesized (Fig.-12) and the antibacterial potential of...",not available,no,benzimidazole.rule_extractor,0.75,7.81,µg/mL,7.81,µg/mL,repeated_distinct_evidence,2,no
RJC.2023.1638382.pdf,RJC.2023.1638382,16,NOT_DETECTED,MIC,=,7.81,µg/mL,S. aureus,7,rule-15,table_like_text,"Vol. 16 | No. 3 |1892-1905| July - September | 2023 Ar = 4-Chlorophenyl Activity Ar = 4-Bromophenyl Ar = 4-Fluorophenyl Ar H H H N N N H N H H Ar H N H N N N NH 2 H S 24-28 H 29-33 Fig.-10: Hybridization of Pyrazoline with Benzimidazole Novel Benzimidazole- Pyrimidine/Pyrazole/Isoxazole Hybrid Derivatives as Antibacterial Agents 13 novelbenzimidazole hybrid with pyrimidine/pyrazole/isoxazole have been developed (Fig.-11) and their in vitro antibacterial potential was recorded (agar streak dilution method). Amongst all 13 compounds, 34 and 35 were found to be more potent for their antibacterial potential, as shown by their minimum inhibitory concentrations. The MIC values of compounds 34 and 35 were similar to theCiprofloxacin against Staphylococcus epidermidis (MIC: 1.95μg/mL), S. aureus (MIC: 7.81μg/mL), and E. coli (MIC: 7.81μg/mL).58 N N N N H H NH NH N N O O N N N N Compound 35 C o m p o u n d 3 4 Cl Cl Fig.-11: Benzimidazole- Pyrimidine/Pyrazole/Isoxazole Hybrid Derivatives Antibacterial Potential of Novel Pyrazoles and Pyrazolyl Thiazoles Containing Benzimidazole Derivatives 21 Novel hybrid derivatives were designed and synthesized (Fig.-12) and the antibacterial potential of...",not available,no,benzimidazole.rule_extractor,0.75,7.81,µg/mL,7.81,µg/mL,repeated_distinct_evidence,2,no
RJC.2023.1638382.pdf,RJC.2023.1638382,16,NOT_DETECTED,MIC,=,7.81,µg/mL,E. coli,7,rule-16,table_like_text,"Vol. 16 | No. 3 |1892-1905| July - September | 2023 Ar = 4-Chlorophenyl Activity Ar = 4-Bromophenyl Ar = 4-Fluorophenyl Ar H H H N N N H N H H Ar H N H N N N NH 2 H S 24-28 H 29-33 Fig.-10: Hybridization of Pyrazoline with Benzimidazole Novel Benzimidazole- Pyrimidine/Pyrazole/Isoxazole Hybrid Derivatives as Antibacterial Agents 13 novelbenzimidazole hybrid with pyrimidine/pyrazole/isoxazole have been developed (Fig.-11) and their in vitro antibacterial potential was recorded (agar streak dilution method). Amongst all 13 compounds, 34 and 35 were found to be more potent for their antibacterial potential, as shown by their minimum inhibitory concentrations. The MIC values of compounds 34 and 35 were similar to theCiprofloxacin against Staphylococcus epidermidis (MIC: 1.95μg/mL), S. aureus (MIC: 7.81μg/mL), and E. coli (MIC: 7.81μg/mL).58 N N N N H H NH NH N N O O N N N N Compound 35 C o m p o u n d 3 4 Cl Cl Fig.-11: Benzimidazole- Pyrimidine/Pyrazole/Isoxazole Hybrid Derivatives Antibacterial Potential of Novel Pyrazoles and Pyrazolyl Thiazoles Containing Benzimidazole Derivatives 21 Novel hybrid derivatives were designed and synthesized (Fig.-12) and the antibacterial potential of...",not available,no,benzimidazole.rule_extractor,0.75,7.81,µg/mL,7.81,µg/mL,repeated_distinct_evidence,2,no
RJC.2023.1638382.pdf,RJC.2023.1638382,16,NOT_DETECTED,MIC,=,4,µg/mL,S. aureus,10,rule-17,table_like_text,"Vol. 16 | No. 3 |1892-1905| July - September | 2023 Antibacterial Activity of New Quinazoline-Benzimidazole Hybrid Derivatives Quinazoline is a unique moiety with remarkable activities such as antitubercular, antibacterial (Fig.-16)71, anticonvulsant72, antifungal73, anti-inflammatory74, and anti-tumor.75 4(3H)-quinazolinones have been identified as an orally accessible antibacterial agent by Bouley et al.76Antibacterial and antimycobacterial properties of 15 novel quinazoline benzimidazole synthesized hybrids were assessed. Findings indicated that the synthesized compounds had S. aureus-specific inhibitory action. With a MIC of 4µg/mL, Derivatives 47b, 47c, 47h, and 47i (Fig.-17) showed similar antibacterial action. Derivatives 47g, 48a, 48b, and 49 showed considerable potency with MICs of 16 to 64µg/mL. The alteration in -COOH group at the C-4 phenyl (at the para position) by coupling with modified benzimidazoloamines to different amides as a result, the derivatives 48a, 48b, 48c, and 48d have been created.With MIC (32- 64 µg/mL), the synthesized compounds displayed mild suppression against S. aureus. At C-4, 2-trifluoromethyl benzimidazolo-5-amine was substituted for 2-trifluoro...",not available,no,benzimidazole.rule_extractor,0.75,4,µg/mL,4,µg/mL,repeated_distinct_evidence,3,no
RJC.2023.1638382.pdf,RJC.2023.1638382,16,NOT_DETECTED,MIC,=,4,µg/mL,S. aureus,10,rule-18,table_like_text,"Vol. 16 | No. 3 |1892-1905| July - September | 2023 Antibacterial Activity of New Quinazoline-Benzimidazole Hybrid Derivatives Quinazoline is a unique moiety with remarkable activities such as antitubercular, antibacterial (Fig.-16)71, anticonvulsant72, antifungal73, anti-inflammatory74, and anti-tumor.75 4(3H)-quinazolinones have been identified as an orally accessible antibacterial agent by Bouley et al.76Antibacterial and antimycobacterial properties of 15 novel quinazoline benzimidazole synthesized hybrids were assessed. Findings indicated that the synthesized compounds had S. aureus-specific inhibitory action. With a MIC of 4µg/mL, Derivatives 47b, 47c, 47h, and 47i (Fig.-17) showed similar antibacterial action. Derivatives 47g, 48a, 48b, and 49 showed considerable potency with MICs of 16 to 64µg/mL. The alteration in -COOH group at the C-4 phenyl (at the para position) by coupling with modified benzimidazoloamines to different amides as a result, the derivatives 48a, 48b, 48c, and 48d have been created.With MIC (32- 64 µg/mL), the synthesized compounds displayed mild suppression against S. aureus. At C-4, 2-trifluoromethyl benzimidazolo-5-amine was substituted for 2-trifluoro...",not available,no,benzimidazole.rule_extractor,0.75,4,µg/mL,4,µg/mL,repeated_distinct_evidence,3,no
RJC.2023.1638382.pdf,RJC.2023.1638382,16,NOT_DETECTED,MIC,=,4,µg/mL,S. aureus,10,rule-19,table_like_text,"Vol. 16 | No. 3 |1892-1905| July - September | 2023 Antibacterial Activity of New Quinazoline-Benzimidazole Hybrid Derivatives Quinazoline is a unique moiety with remarkable activities such as antitubercular, antibacterial (Fig.-16)71, anticonvulsant72, antifungal73, anti-inflammatory74, and anti-tumor.75 4(3H)-quinazolinones have been identified as an orally accessible antibacterial agent by Bouley et al.76Antibacterial and antimycobacterial properties of 15 novel quinazoline benzimidazole synthesized hybrids were assessed. Findings indicated that the synthesized compounds had S. aureus-specific inhibitory action. With a MIC of 4µg/mL, Derivatives 47b, 47c, 47h, and 47i (Fig.-17) showed similar antibacterial action. Derivatives 47g, 48a, 48b, and 49 showed considerable potency with MICs of 16 to 64µg/mL. The alteration in -COOH group at the C-4 phenyl (at the para position) by coupling with modified benzimidazoloamines to different amides as a result, the derivatives 48a, 48b, 48c, and 48d have been created.With MIC (32- 64 µg/mL), the synthesized compounds displayed mild suppression against S. aureus. At C-4, 2-trifluoromethyl benzimidazolo-5-amine was substituted for 2-trifluoro...",not available,no,benzimidazole.rule_extractor,0.75,4,µg/mL,4,µg/mL,repeated_distinct_evidence,3,no
RJC.2023.1638382.pdf,RJC.2023.1638382,16,NOT_DETECTED,MIC,=,32-64,µg/mL,S. aureus,10,rule-20,table_like_text,"Vol. 16 | No. 3 |1892-1905| July - September | 2023 Antibacterial Activity of New Quinazoline-Benzimidazole Hybrid Derivatives Quinazoline is a unique moiety with remarkable activities such as antitubercular, antibacterial (Fig.-16)71, anticonvulsant72, antifungal73, anti-inflammatory74, and anti-tumor.75 4(3H)-quinazolinones have been identified as an orally accessible antibacterial agent by Bouley et al.76Antibacterial and antimycobacterial properties of 15 novel quinazoline benzimidazole synthesized hybrids were assessed. Findings indicated that the synthesized compounds had S. aureus-specific inhibitory action. With a MIC of 4µg/mL, Derivatives 47b, 47c, 47h, and 47i (Fig.-17) showed similar antibacterial action. Derivatives 47g, 48a, 48b, and 49 showed considerable potency with MICs of 16 to 64µg/mL. The alteration in -COOH group at the C-4 phenyl (at the para position) by coupling with modified benzimidazoloamines to different amides as a result, the derivatives 48a, 48b, 48c, and 48d have been created.With MIC (32- 64 µg/mL), the synthesized compounds displayed mild suppression against S. aureus. At C-4, 2-trifluoromethyl benzimidazolo-5-amine was substituted for 2-trifluoro...",not available,no,benzimidazole.rule_extractor,0.75,32-64,µg/mL,32-64,µg/mL,repeated_distinct_evidence,3,no
RJC.2023.1638382.pdf,RJC.2023.1638382,16,NOT_DETECTED,MIC,=,32-64,µg/mL,S. aureus,10,rule-21,table_like_text,"Vol. 16 | No. 3 |1892-1905| July - September | 2023 Antibacterial Activity of New Quinazoline-Benzimidazole Hybrid Derivatives Quinazoline is a unique moiety with remarkable activities such as antitubercular, antibacterial (Fig.-16)71, anticonvulsant72, antifungal73, anti-inflammatory74, and anti-tumor.75 4(3H)-quinazolinones have been identified as an orally accessible antibacterial agent by Bouley et al.76Antibacterial and antimycobacterial properties of 15 novel quinazoline benzimidazole synthesized hybrids were assessed. Findings indicated that the synthesized compounds had S. aureus-specific inhibitory action. With a MIC of 4µg/mL, Derivatives 47b, 47c, 47h, and 47i (Fig.-17) showed similar antibacterial action. Derivatives 47g, 48a, 48b, and 49 showed considerable potency with MICs of 16 to 64µg/mL. The alteration in -COOH group at the C-4 phenyl (at the para position) by coupling with modified benzimidazoloamines to different amides as a result, the derivatives 48a, 48b, 48c, and 48d have been created.With MIC (32- 64 µg/mL), the synthesized compounds displayed mild suppression against S. aureus. At C-4, 2-trifluoromethyl benzimidazolo-5-amine was substituted for 2-trifluoro...",not available,no,benzimidazole.rule_extractor,0.75,32-64,µg/mL,32-64,µg/mL,repeated_distinct_evidence,3,no
RJC.2023.1638382.pdf,RJC.2023.1638382,16,NOT_DETECTED,MIC,=,32-64,µg/mL,S. aureus,10,rule-22,table_like_text,"Vol. 16 | No. 3 |1892-1905| July - September | 2023 Antibacterial Activity of New Quinazoline-Benzimidazole Hybrid Derivatives Quinazoline is a unique moiety with remarkable activities such as antitubercular, antibacterial (Fig.-16)71, anticonvulsant72, antifungal73, anti-inflammatory74, and anti-tumor.75 4(3H)-quinazolinones have been identified as an orally accessible antibacterial agent by Bouley et al.76Antibacterial and antimycobacterial properties of 15 novel quinazoline benzimidazole synthesized hybrids were assessed. Findings indicated that the synthesized compounds had S. aureus-specific inhibitory action. With a MIC of 4µg/mL, Derivatives 47b, 47c, 47h, and 47i (Fig.-17) showed similar antibacterial action. Derivatives 47g, 48a, 48b, and 49 showed considerable potency with MICs of 16 to 64µg/mL. The alteration in -COOH group at the C-4 phenyl (at the para position) by coupling with modified benzimidazoloamines to different amides as a result, the derivatives 48a, 48b, 48c, and 48d have been created.With MIC (32- 64 µg/mL), the synthesized compounds displayed mild suppression against S. aureus. At C-4, 2-trifluoromethyl benzimidazolo-5-amine was substituted for 2-trifluoro...",not available,no,benzimidazole.rule_extractor,0.75,32-64,µg/mL,32-64,µg/mL,repeated_distinct_evidence,3,no
RJC.2023.1638382.pdf,RJC.2023.1638382,16,NOT_DETECTED,MIC,=,8,µg/mL,S. aureus,10,rule-23,table_like_text,"Vol. 16 | No. 3 |1892-1905| July - September | 2023 Antibacterial Activity of New Quinazoline-Benzimidazole Hybrid Derivatives Quinazoline is a unique moiety with remarkable activities such as antitubercular, antibacterial (Fig.-16)71, anticonvulsant72, antifungal73, anti-inflammatory74, and anti-tumor.75 4(3H)-quinazolinones have been identified as an orally accessible antibacterial agent by Bouley et al.76Antibacterial and antimycobacterial properties of 15 novel quinazoline benzimidazole synthesized hybrids were assessed. Findings indicated that the synthesized compounds had S. aureus-specific inhibitory action. With a MIC of 4µg/mL, Derivatives 47b, 47c, 47h, and 47i (Fig.-17) showed similar antibacterial action. Derivatives 47g, 48a, 48b, and 49 showed considerable potency with MICs of 16 to 64µg/mL. The alteration in -COOH group at the C-4 phenyl (at the para position) by coupling with modified benzimidazoloamines to different amides as a result, the derivatives 48a, 48b, 48c, and 48d have been created.With MIC (32- 64 µg/mL), the synthesized compounds displayed mild suppression against S. aureus. At C-4, 2-trifluoromethyl benzimidazolo-5-amine was substituted for 2-trifluoro...",not available,no,benzimidazole.rule_extractor,0.75,8,µg/mL,8,µg/mL,repeated_distinct_evidence,3,no
RJC.2023.1638382.pdf,RJC.2023.1638382,16,NOT_DETECTED,MIC,=,8,µg/mL,S. aureus,10,rule-24,table_like_text,"Vol. 16 | No. 3 |1892-1905| July - September | 2023 Antibacterial Activity of New Quinazoline-Benzimidazole Hybrid Derivatives Quinazoline is a unique moiety with remarkable activities such as antitubercular, antibacterial (Fig.-16)71, anticonvulsant72, antifungal73, anti-inflammatory74, and anti-tumor.75 4(3H)-quinazolinones have been identified as an orally accessible antibacterial agent by Bouley et al.76Antibacterial and antimycobacterial properties of 15 novel quinazoline benzimidazole synthesized hybrids were assessed. Findings indicated that the synthesized compounds had S. aureus-specific inhibitory action. With a MIC of 4µg/mL, Derivatives 47b, 47c, 47h, and 47i (Fig.-17) showed similar antibacterial action. Derivatives 47g, 48a, 48b, and 49 showed considerable potency with MICs of 16 to 64µg/mL. The alteration in -COOH group at the C-4 phenyl (at the para position) by coupling with modified benzimidazoloamines to different amides as a result, the derivatives 48a, 48b, 48c, and 48d have been created.With MIC (32- 64 µg/mL), the synthesized compounds displayed mild suppression against S. aureus. At C-4, 2-trifluoromethyl benzimidazolo-5-amine was substituted for 2-trifluoro...",not available,no,benzimidazole.rule_extractor,0.75,8,µg/mL,8,µg/mL,repeated_distinct_evidence,3,no
RJC.2023.1638382.pdf,RJC.2023.1638382,16,NOT_DETECTED,MIC,=,8,µg/mL,S. aureus,10,rule-25,table_like_text,"Vol. 16 | No. 3 |1892-1905| July - September | 2023 Antibacterial Activity of New Quinazoline-Benzimidazole Hybrid Derivatives Quinazoline is a unique moiety with remarkable activities such as antitubercular, antibacterial (Fig.-16)71, anticonvulsant72, antifungal73, anti-inflammatory74, and anti-tumor.75 4(3H)-quinazolinones have been identified as an orally accessible antibacterial agent by Bouley et al.76Antibacterial and antimycobacterial properties of 15 novel quinazoline benzimidazole synthesized hybrids were assessed. Findings indicated that the synthesized compounds had S. aureus-specific inhibitory action. With a MIC of 4µg/mL, Derivatives 47b, 47c, 47h, and 47i (Fig.-17) showed similar antibacterial action. Derivatives 47g, 48a, 48b, and 49 showed considerable potency with MICs of 16 to 64µg/mL. The alteration in -COOH group at the C-4 phenyl (at the para position) by coupling with modified benzimidazoloamines to different amides as a result, the derivatives 48a, 48b, 48c, and 48d have been created.With MIC (32- 64 µg/mL), the synthesized compounds displayed mild suppression against S. aureus. At C-4, 2-trifluoromethyl benzimidazolo-5-amine was substituted for 2-trifluoro...",not available,no,benzimidazole.rule_extractor,0.75,8,µg/mL,8,µg/mL,repeated_distinct_evidence,3,no
